ri_item_id,count
gujarat.gov.in/25fe0b1811bf2ab8ee626db19f84d4a2fa4ccb9e/rs.iudx.org.in/gandhinagar-point-of-interests/smartpole-locations,0
gujarat.gov.in/25fe0b1811bf2ab8ee626db19f84d4a2fa4ccb9e/rs.iudx.org.in/gandhinagar-point-of-interests/rlvd-locations,0
datakaveri.org/2e06b7688640758f8dc08e79f3715d74e6f31f94/rs.iudx.org.in/dharamshala-point-of-interests/park-locations,0
datakaveri.org/2e06b7688640758f8dc08e79f3715d74e6f31f94/rs.iudx.org.in/dharamshala-point-of-interests/government-building-locations,0
datakaveri.org/2e06b7688640758f8dc08e79f3715d74e6f31f94/rs.iudx.org.in/dharamshala-point-of-interests/goverenment-building-locations,0
datakaveri.org/e394655e381dcc5c2a7260dc7bd0f196f664d95c/rs.iudx.org.in/shimla-public-schemes/shimla-wcd-schemes,0
ahmedabadcity.gov.in/916dcebcea50b550f573d5e39a2518d8a4ff30d1/rs.iudx.org.in/ahmedabad-point-of-interests/pa-locations,0
ahmedabadcity.gov.in/916dcebcea50b550f573d5e39a2518d8a4ff30d1/rs.iudx.org.in/ahmedabad-point-of-interests/atcs-locations,0
ahmedabadcity.gov.in/916dcebcea50b550f573d5e39a2518d8a4ff30d1/rs.iudx.org.in/ahmedabad-point-of-interests/wifi-locations,0
ahmedabadcity.gov.in/916dcebcea50b550f573d5e39a2518d8a4ff30d1/rs.iudx.org.in/ahmedabad-point-of-interests/vmd-locations,0
ahmedabadcity.gov.in/916dcebcea50b550f573d5e39a2518d8a4ff30d1/rs.iudx.org.in/ahmedabad-point-of-interests/traffic-camera-locations,0
pcmcindia.gov.in/d6b9c76cf48cd740de64b573ae6fa5f334df6ef6/rs.iudx.org.in/pimpri-chinchwad-point-of-interests/wifi-locations,0
kerala.gov.in/5fc7328fcef461b294ea12d88aafc79585bf9b96/rs.iudx.org.in/kannur-ev-charging-stations/station-locations,0
pcmcindia.gov.in/d6b9c76cf48cd740de64b573ae6fa5f334df6ef6/rs.iudx.org.in/pimpri-chinchwad-point-of-interests/digital-kiosk-locations,0
pcmcindia.gov.in/d6b9c76cf48cd740de64b573ae6fa5f334df6ef6/rs.iudx.org.in/pimpri-chinchwad-point-of-interests/ecb-locations,0
pcmcindia.gov.in/d6b9c76cf48cd740de64b573ae6fa5f334df6ef6/rs.iudx.org.in/pimpri-chinchwad-point-of-interests/pa-locations,0
ccmc.gov.in/47545f1de4dd2bd726019fd40f3686487e741eb7/rs.iudx.org.in/coimbatore-point-of-interests/aqm-sensor-locations,0
pcmcindia.gov.in/d6b9c76cf48cd740de64b573ae6fa5f334df6ef6/rs.iudx.org.in/pimpri-chinchwad-point-of-interests/vmsb-locations,0
gvsccl.in/e9da8ac8e57c965f51c068bf8c152f4c1d53e5e4/rs.iudx.org.in/visakhapatnam-swm-vehicles/live-locations,0
srinagarsmartcity.in/bd95482f347e6a906fdf687d66d8ad79cdc047ba/rs.iudx.org.in/srinagar-point-of-interests/vmsb-locations,0
yaana.bike/b9fae846198ebc81fdeb9494f003c5051681c42e/rs.iudx.org.in/tumakuru-bike-docking-stations/yaana-station-locations,0
yaana.bike/b9fae846198ebc81fdeb9494f003c5051681c42e/rs.iudx.org.in/tumakuru-bike-docking-stations/yaana-bikes-availability-info,0
gvsccl.in/e9da8ac8e57c965f51c068bf8c152f4c1d53e5e4/rs.iudx.org.in/visakhapatnam-citizen-app/civic-issues,0
nic.in/353f7cb4adcc6d5b14a408b0d34076046994e422/rs.iudx.org.in/chandigarh-emergency-vehicles/ambulance-live,0
tn.gov.in/acda599e0ff80280064077bda7e685e1e45007f8/rs.iudx.org.in/thoothukudi-road-network/road-segment-info,0
smartcitytumakuru.in/bacef936f16d106508f821f0f4345c7c360c9ff3/rs.iudx.org.in/tumakuru-point-of-interests/pa-locations,0
smartcitytumakuru.in/bacef936f16d106508f821f0f4345c7c360c9ff3/rs.iudx.org.in/tumakuru-point-of-interests/vmsb-locations,0
gov.in/dd81437d71e193a1a950cb40f11c42357957bbb1/rs.iudx.org.in/bhubaneswar-revenue-collection/trade-license-count,0
gov.in/dd81437d71e193a1a950cb40f11c42357957bbb1/rs.iudx.org.in/bhubaneswar-revenue-collection/zone-wise-assessment,0
agrasmartcity.in/2596fbd3d724e5fd241e9ecb8940604be40a492e/rs.iudx.org.in/agra-point-of-interests/shelter-home-locations,0
agrasmartcity.in/2596fbd3d724e5fd241e9ecb8940604be40a492e/rs.iudx.org.in/agra-point-of-interests/public-toilet-locations,0
agrasmartcity.in/2596fbd3d724e5fd241e9ecb8940604be40a492e/rs.iudx.org.in/agra-point-of-interests/pa-locations,0
agrasmartcity.in/2596fbd3d724e5fd241e9ecb8940604be40a492e/rs.iudx.org.in/agra-point-of-interests/aqm-sensor-locations,0
agrasmartcity.in/2596fbd3d724e5fd241e9ecb8940604be40a492e/rs.iudx.org.in/agra-point-of-interests/ecb-locations,0
agrasmartcity.in/2596fbd3d724e5fd241e9ecb8940604be40a492e/rs.iudx.org.in/agra-swachhata-app/civic-issues,0
agrasmartcity.in/2596fbd3d724e5fd241e9ecb8940604be40a492e/rs.iudx.org.in/agra-env-aqm/aqm-info,0
datakaveri.org/f85774a2647d8cf15b87a34c916f2bc20ae2f1f4/rs.iudx.org.in/belagavi-point-of-interests/wifi-locations,0
datakaveri.org/f85774a2647d8cf15b87a34c916f2bc20ae2f1f4/rs.iudx.org.in/belagavi-point-of-interests/smart-pole-locations,0
datakaveri.org/f85774a2647d8cf15b87a34c916f2bc20ae2f1f4/rs.iudx.org.in/belagavi-point-of-interests/landfill-locations,0
datakaveri.org/f85774a2647d8cf15b87a34c916f2bc20ae2f1f4/rs.iudx.org.in/belagavi-point-of-interests/water-quality-sensor-locations,0
datakaveri.org/f85774a2647d8cf15b87a34c916f2bc20ae2f1f4/rs.iudx.org.in/belagavi-point-of-interests/ultrasonic-bulk-flow-meter-locations,0
datakaveri.org/f85774a2647d8cf15b87a34c916f2bc20ae2f1f4/rs.iudx.org.in/belagavi-point-of-interests/blackspot-cctv-locations,0
datakaveri.org/f85774a2647d8cf15b87a34c916f2bc20ae2f1f4/rs.iudx.org.in/belagavi-point-of-interests/smart-busshelter-locations,0
elcita.in/5c6cb972398bd01ad8c299f1e55da815e0c394f0/rs.iudx.org.in/bengaluru-elcita-streetlight-locations/location-info,0
elcita.in/5c6cb972398bd01ad8c299f1e55da815e0c394f0/rs.iudx.org.in/bengaluru-elcita-streetlight/energy-consumption,0
elcita.in/5c6cb972398bd01ad8c299f1e55da815e0c394f0/rs.iudx.org.in/bengaluru-elcita-shuttle-realtime/shuttle-live,0
nic.in/353f7cb4adcc6d5b14a408b0d34076046994e422/rs.iudx.org.in/chandigarh-point-of-interests/paid-parking-locations,0
nic.in/353f7cb4adcc6d5b14a408b0d34076046994e422/rs.iudx.org.in/chandigarh-point-of-interests/traffic-camera-locations,0
nic.in/353f7cb4adcc6d5b14a408b0d34076046994e422/rs.iudx.org.in/chandigarh-point-of-interests/cctv-locations,0
agrasmartcity.in/2596fbd3d724e5fd241e9ecb8940604be40a492e/rs.iudx.org.in/agra-swm-vehicles/distance-travelled,0
agrasmartcity.in/2596fbd3d724e5fd241e9ecb8940604be40a492e/rs.iudx.org.in/agra-swm-vehicles/live-locations,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box1_Kathivakkam_High_Road,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box2_Kathivakkam_High_Road,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box1_Ezhil_Nagar_Jn_Kodungaiyur_Canal,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box2_Mc_Road_Subway_Stanley_Hospital,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box2_Manickam_Nagar_Subway,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box2_Stanley_Nagar_Subway,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box1_Spenzer_Plaza_Canal,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box1_Gengu_Reddy_Subway,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box2_Vyasarpadi_Subway,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box1_Kargil_Nagar,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box1_RBI_Subway,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box1_Kaliyamman_Kovil_St_Virugambakkam_Canal,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box1_Stephenson_Bridge_Otteri_Nullah_Canal,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box1_Perambur_High_Road_Subway,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box1_Korattur_North_Canal_Lake,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box_RangarajaPuram_Subway,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box1_Nungambakkam_subway,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box1_Villivakkam_Subway,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box1_Padi_Kuppam_Canal,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box1_Mylapore_Canal,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box1_Veerangal_Odai_Near_Puzhuthivakkam,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box1_Nandambakkam_Canal_Behind_DLF_LT,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box1_Mambalam_Canal_CIT_Nagar,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box1_Nandambakkam_Canal_MIOT,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box1_Jones_Road_Subway,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box1_Duraisamy_Subway,0
cscl.co.in/6c614d4ddb17b0dfc6e3c1bc8ddcb25ce25e310b/rs.iudx.org.in/chennai-flood-monitoring/FM_Box1_Mount_Subway,0
kerala.gov.in/09a298e01cea843c873069b59c0606924d8f480f/rs.iudx.org.in/kannur-point-of-interests/wifi-locations,0
nic.in/353f7cb4adcc6d5b14a408b0d34076046994e422/rs.iudx.org.in/chandigarh-point-of-interests/streetlight-feeder-locations,0
nic.in/353f7cb4adcc6d5b14a408b0d34076046994e422/rs.iudx.org.in/chandigarh-point-of-interests/streetlight-locations,0
datakaveri.org/a92001d3a9598d6f63107be3bd05eba91961ca5e/rs.iudx.org.in/nagpur-point-of-interests/aqm-locations,0
smartcitytumakuru.in/bacef936f16d106508f821f0f4345c7c360c9ff3/rs.iudx.org.in/tumakuru-point-of-interests/cctv-locations,0
smartcitytumakuru.in/bacef936f16d106508f821f0f4345c7c360c9ff3/rs.iudx.org.in/tumakuru-point-of-interests/ecb-locations,0
smartcitytumakuru.in/bacef936f16d106508f821f0f4345c7c360c9ff3/rs.iudx.org.in/tumakuru-point-of-interests/atcs-locations,0
smartcitytumakuru.in/bacef936f16d106508f821f0f4345c7c360c9ff3/rs.iudx.org.in/tumakuru-point-of-interests/env-sensor-locations,0
datakaveri.org/a92001d3a9598d6f63107be3bd05eba91961ca5e/rs.iudx.org.in/nagpur-point-of-interests/smart-parking-locations,0
datakaveri.org/a92001d3a9598d6f63107be3bd05eba91961ca5e/rs.iudx.org.in/nagpur-point-of-interests/digital-kiosk-locations,0
datakaveri.org/a92001d3a9598d6f63107be3bd05eba91961ca5e/rs.iudx.org.in/nagpur-point-of-interests/cctv-locations,0
datakaveri.org/a92001d3a9598d6f63107be3bd05eba91961ca5e/rs.iudx.org.in/nagpur-point-of-interests/atcs-locations,0
nellikka.in/7d1c53427686478ba178c067e8dc551d67df470b/rs.iudx.org.in/kannur-swm/dry-waste-collected,0
datakaveri.org/a92001d3a9598d6f63107be3bd05eba91961ca5e/rs.iudx.org.in/nagpur-point-of-interests/traffic-camera-locations,0
smartcitytvm.in/c6fa48c93cac73f535956d70121ee40df59912cd/rs.iudx.org.in/tvm-mosquito-densities/density-info,0
datakaveri.org/a92001d3a9598d6f63107be3bd05eba91961ca5e/rs.iudx.org.in/nagpur-point-of-interests/wifi-locations,0
datakaveri.org/a92001d3a9598d6f63107be3bd05eba91961ca5e/rs.iudx.org.in/nagpur-point-of-interests/pa-locations,0
datakaveri.org/a92001d3a9598d6f63107be3bd05eba91961ca5e/rs.iudx.org.in/nagpur-point-of-interests/vmsb-locations,0
smartcitytvm.in/c6fa48c93cac73f535956d70121ee40df59912cd/rs.iudx.org.in/tvm-evcharging-stations/station-usage-info,0
datakaveri.org/12df327bb232e576d447d417e9346e3c6cc2b3be/rs.iudx.org.in/bareilly-point-of-interests/env-sensor-locations,0
datakaveri.org/12df327bb232e576d447d417e9346e3c6cc2b3be/rs.iudx.org.in/bareilly-point-of-interests/svd-locations,0
smartcitytumakuru.in/bacef936f16d106508f821f0f4345c7c360c9ff3/rs.iudx.org.in/tumakuru-point-of-interests/smartpole-locations,0
datakaveri.org/12df327bb232e576d447d417e9346e3c6cc2b3be/rs.iudx.org.in/bareilly-point-of-interests/ecb-locations,0
smartcitytvm.in/c6fa48c93cac73f535956d70121ee40df59912cd/rs.iudx.org.in/tvm-point-of-interests/tvm-evcharging-station-locations,0
datakaveri.org/12df327bb232e576d447d417e9346e3c6cc2b3be/rs.iudx.org.in/bareilly-point-of-interests/vmsb-locations,0
datakaveri.org/12df327bb232e576d447d417e9346e3c6cc2b3be/rs.iudx.org.in/bareilly-point-of-interests/wifi-locations,0
datakaveri.org/12df327bb232e576d447d417e9346e3c6cc2b3be/rs.iudx.org.in/bareilly-point-of-interests/pa-locations,0
gujarat.gov.in/25fe0b1811bf2ab8ee626db19f84d4a2fa4ccb9e/rs.iudx.org.in/gandhinagar-grievance/civic-issues,0
datakaveri.org/be6471cea544e6953259e6efe499185ae2620cd2/rs.iudx.org.in/raipur-point-of-interests/pa-locations,0
datakaveri.org/be6471cea544e6953259e6efe499185ae2620cd2/rs.iudx.org.in/raipur-point-of-interests/cctv-locations,0
datakaveri.org/be6471cea544e6953259e6efe499185ae2620cd2/rs.iudx.org.in/raipur-point-of-interests/aqm-locations,0
datakaveri.org/4d8bfe32a65330c83f8d43f2fb3026a720c635b5/rs.iudx.org.in/kohima-point-of-interests/hospital-locations,0
datakaveri.org/4d8bfe32a65330c83f8d43f2fb3026a720c635b5/rs.iudx.org.in/kohima-point-of-interests/tourist-locations,0
datakaveri.org/be6471cea544e6953259e6efe499185ae2620cd2/rs.iudx.org.in/raipur-swm-vehicles/live-positions,0
datakaveri.org/be6471cea544e6953259e6efe499185ae2620cd2/rs.iudx.org.in/raipur-point-of-interests/vms-locations,0
datakaveri.org/be6471cea544e6953259e6efe499185ae2620cd2/rs.iudx.org.in/raipur-point-of-interests/smartpole-locations,0
datakaveri.org/a92001d3a9598d6f63107be3bd05eba91961ca5e/rs.iudx.org.in/nagpur-env-aqm/aqm-info,0
nic.in/353f7cb4adcc6d5b14a408b0d34076046994e422/rs.iudx.org.in/chandigarh-itms-info/route-shape-info,0
datakaveri.org/be6471cea544e6953259e6efe499185ae2620cd2/rs.iudx.org.in/raipur-env-aqm/aqm-info,772
datakaveri.org/f85774a2647d8cf15b87a34c916f2bc20ae2f1f4/rs.iudx.org.in/belagavi-emergency-vehicles/ambulance-live,0
datakaveri.org/f85774a2647d8cf15b87a34c916f2bc20ae2f1f4/rs.iudx.org.in/belagavi-emergency-vehicles/fire-engine-live,0
gov.in/a44543eedbd41545746ea766e84dd759d9decbf6/rs.iudx.org.in/jaipur-manhole-sensor/level-info,0
gov.in/a44543eedbd41545746ea766e84dd759d9decbf6/rs.iudx.org.in/jaipur-point-of-interests/manhole-locations,0
gvsccl.in/e9da8ac8e57c965f51c068bf8c152f4c1d53e5e4/rs.iudx.org.in/visakhapatnam-point-of-interests/smartpole-locations,0
gvsccl.in/e9da8ac8e57c965f51c068bf8c152f4c1d53e5e4/rs.iudx.org.in/visakhapatnam-point-of-interests/rlvd-locations,0
gvsccl.in/e9da8ac8e57c965f51c068bf8c152f4c1d53e5e4/rs.iudx.org.in/visakhapatnam-point-of-interests/cctv-locations,0
kanpursmartcity.org/317e9f65dc9f1e8fa1f0671e7a774f65d478675b/rs.iudx.org.in/kanpur-swm-vehicles/live-positions,0
kanpursmartcity.org/317e9f65dc9f1e8fa1f0671e7a774f65d478675b/rs.iudx.org.in/kanpur-point-of-interests/vmsb-locations,0
kanpursmartcity.org/317e9f65dc9f1e8fa1f0671e7a774f65d478675b/rs.iudx.org.in/kanpur-point-of-interests/pa-locations,0
gvsccl.in/e9da8ac8e57c965f51c068bf8c152f4c1d53e5e4/rs.iudx.org.in/visakhapatnam-point-of-interests/vmb-locations,0
kanpursmartcity.org/317e9f65dc9f1e8fa1f0671e7a774f65d478675b/rs.iudx.org.in/kanpur-point-of-interests/wifi-locations,0
kanpursmartcity.org/317e9f65dc9f1e8fa1f0671e7a774f65d478675b/rs.iudx.org.in/kanpur-env-aqm/aqm-info,0
kanpursmartcity.org/317e9f65dc9f1e8fa1f0671e7a774f65d478675b/rs.iudx.org.in/kanpur-point-of-interests/aqm-sensor-locations,0
kanpursmartcity.org/317e9f65dc9f1e8fa1f0671e7a774f65d478675b/rs.iudx.org.in/kanpur-point-of-interests/traffic-camera-locations,0
kanpursmartcity.org/317e9f65dc9f1e8fa1f0671e7a774f65d478675b/rs.iudx.org.in/kanpur-point-of-interests/anpr-locations,0
kanpursmartcity.org/317e9f65dc9f1e8fa1f0671e7a774f65d478675b/rs.iudx.org.in/kanpur-point-of-interests/ems-locations,0
kanpursmartcity.org/317e9f65dc9f1e8fa1f0671e7a774f65d478675b/rs.iudx.org.in/kanpur-point-of-interests/cctv-locations,0
kanpursmartcity.org/317e9f65dc9f1e8fa1f0671e7a774f65d478675b/rs.iudx.org.in/kanpur-point-of-interests/ecb-locations,0
kanpursmartcity.org/317e9f65dc9f1e8fa1f0671e7a774f65d478675b/rs.iudx.org.in/kanpur-point-of-interests/atcs-locations,0
datakaveri.org/904b1e7fbbcde380839ab7dab174ba204cfa0b1a/rs.iudx.org.in/sagar-point-of-interests/traffic-camera-locations,0
datakaveri.org/904b1e7fbbcde380839ab7dab174ba204cfa0b1a/rs.iudx.org.in/sagar-point-of-interests/cctv-locations,0
datakaveri.org/904b1e7fbbcde380839ab7dab174ba204cfa0b1a/rs.iudx.org.in/sagar-point-of-interests/pa-locations,0
datakaveri.org/904b1e7fbbcde380839ab7dab174ba204cfa0b1a/rs.iudx.org.in/sagar-point-of-interests/ecb-locations,0
gujarat.gov.in/25fe0b1811bf2ab8ee626db19f84d4a2fa4ccb9e/rs.iudx.org.in/gandhinagar-swm-vehicles/pickup-zones,0
gujarat.gov.in/25fe0b1811bf2ab8ee626db19f84d4a2fa4ccb9e/rs.iudx.org.in/gandhinagar-swm-vehicles/route-shape-info,0
dahodsmartcity.in/4eed16378ec4e797bdd0427775acffa9b4b33f77/rs.iudx.org.in/dahod-grievance/civic-issues,0
gujarat.gov.in/25fe0b1811bf2ab8ee626db19f84d4a2fa4ccb9e/rs.iudx.org.in/gandhinagar-swm-vehicles/waste-collected-unassigned,0
gujarat.gov.in/25fe0b1811bf2ab8ee626db19f84d4a2fa4ccb9e/rs.iudx.org.in/gandhinagar-swm-vehicles/waste-collected-assigned,0
gujarat.gov.in/25fe0b1811bf2ab8ee626db19f84d4a2fa4ccb9e/rs.iudx.org.in/gandhinagar-swm-vehicles/vehicle-info,0
gujarat.gov.in/25fe0b1811bf2ab8ee626db19f84d4a2fa4ccb9e/rs.iudx.org.in/gandhinagar-swm-vehicles/live-locations,0
nic.in/353f7cb4adcc6d5b14a408b0d34076046994e422/rs.iudx.org.in/chandigarh-itms-info/chandigarh-itms-live-eta,0
datakaveri.org/f85774a2647d8cf15b87a34c916f2bc20ae2f1f4/rs.iudx.org.in/belagavi-itms-info/route-info,0
datakaveri.org/d0df35a27af34af550f0a0a73866a803c182fd76/rs.iudx.org.in/lucknow-point-of-interests/wifi-locations,0
datakaveri.org/d0df35a27af34af550f0a0a73866a803c182fd76/rs.iudx.org.in/lucknow-point-of-interests/pa-locations,0
datakaveri.org/d0df35a27af34af550f0a0a73866a803c182fd76/rs.iudx.org.in/lucknow-point-of-interests/vmsb-locations,0
datakaveri.org/d0df35a27af34af550f0a0a73866a803c182fd76/rs.iudx.org.in/lucknow-env-aqm/bosch-aqm-info,0
datakaveri.org/d0df35a27af34af550f0a0a73866a803c182fd76/rs.iudx.org.in/lucknow-point-of-interests/ecb-locations,0
ahmedabadcity.gov.in/916dcebcea50b550f573d5e39a2518d8a4ff30d1/rs.iudx.org.in/ahmedabad-smart-parking/smart-parking-locations,0
datakaveri.org/d0df35a27af34af550f0a0a73866a803c182fd76/rs.iudx.org.in/lucknow-env-aqm/bosch-aqm-locations,0
pcmcindia.gov.in/d6b9c76cf48cd740de64b573ae6fa5f334df6ef6/rs.iudx.org.in/pimpri-chinchwad-swm/live-location,0
nic.in/353f7cb4adcc6d5b14a408b0d34076046994e422/rs.iudx.org.in/chandigarh-itms-info/trip-stop-schedules,0
pcmcindia.gov.in/d6b9c76cf48cd740de64b573ae6fa5f334df6ef6/rs.iudx.org.in/pimpri-chinchwad-swm/waste-collection,0
gov.in/dd81437d71e193a1a950cb40f11c42357957bbb1/rs.iudx.org.in/bhubaneswar-revenue-collection/property-tax-collection,0
ahmedabadcity.gov.in/916dcebcea50b550f573d5e39a2518d8a4ff30d1/rs.iudx.org.in/ahmedabad-bike-docking-info/mybyk-bikes-availability-info,0
ahmedabadcity.gov.in/916dcebcea50b550f573d5e39a2518d8a4ff30d1/rs.iudx.org.in/ahmedabad-bike-docking-info/mybyk-station-locations,0
ahmedabadcity.gov.in/916dcebcea50b550f573d5e39a2518d8a4ff30d1/rs.iudx.org.in/ahmedabad-grievances/civic-issues,0
pcmcindia.gov.in/d6b9c76cf48cd740de64b573ae6fa5f334df6ef6/rs.iudx.org.in/pimpri-chinchwad-env-aqm/env-sensor-info,0
mybyk.in/2a65f7095379219032fc1d590cba4983d562322d/rs.iudx.org.in/nagpur-mybyk-info/bikes-availability,0
mybyk.in/2a65f7095379219032fc1d590cba4983d562322d/rs.iudx.org.in/nagpur-mybyk-info/station-locations,0
pcmcindia.gov.in/d6b9c76cf48cd740de64b573ae6fa5f334df6ef6/rs.iudx.org.in/pimpri-chinchwad-env-aqm/env-aqm-location,0
